ticket_id,subject,body,priority,department
TKT-11511,Promo code not applied,I entered promo code LOYALTY10 during checkout but the discount wasn't applied. I was charged the full $149.00. Please adjust my bill.,Medium,Billing
TKT-11837,Wrong amount on subscription renewal,My Business plan renewed at $59.99 instead of $75.00. I didn't authorize any changes. Account AC-100040. Also the dashboard shows the old plan features.,High,Billing
TKT-11342,Report generation timeout,"Generating the monthly summary report times out after 45 seconds. The report covers 250,000 records. This worked fine last month with similar data volume.",Low,Technical
TKT-10398,Upgrade plan request,I'd like to upgrade from the Professional to the Professional plan. We currently have 25 users and need the additional features. What's the process?,Medium,Account
TKT-11692,Mobile app sync issues,Changes made in the mobile app on iOS 16 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 4.1.2.,Low,Technical
TKT-11115,Feature request: bulk import,"We'd love the ability to bulk import records via CSV upload. Currently we have to add entries one by one, which is impractical for our 250,000-record dataset.",Low,Product
TKT-10200,Beta feature feedback,"I've been testing the new workflow automation beta. Overall it's great, but I found 2 issues: the filter doesn't apply to grouped views, and export drops the last column.",Medium,Product
TKT-10644,Return shipping label needed,I'd like to return order #700144 (monitor stand). It doesn't fit our requirements. Could you please email a prepaid return label to ops@startup.dev?,Urgent,Shipping
TKT-10128,Cancel my subscription,I need to cancel my Starter subscription effective two days ago. Please confirm the cancellation and any remaining balance. Account holder: John Doe.,High,Account
TKT-11456,Unexpected price increase,My monthly bill went from $49.00 to $59.99 without any prior notice. I'm on the Growth plan. Please explain this increase or revert it.,High,Billing
TKT-11306,Promo code not applied,I entered promo code LOYALTY10 during checkout but the discount wasn't applied. I was charged the full $12.99. Please adjust my bill.,Medium,Billing
TKT-10909,Change shipping address,"I need to update the shipping address for order #700102 from Seattle to Boston. The order hasn't shipped yet. New address: 789 Pine Rd, Unit B.",Urgent,Shipping
TKT-10115,Onboarding guidance needed,We just signed up for the Professional plan with 50 users. Could you recommend the best way to onboard our team? We primarily need custom dashboards and audit logging.,Medium,Product
TKT-10245,Comparison with competitor,"I'm evaluating your product against Salesforce. Can you provide a comparison of features, especially around advanced analytics and audit logging? We're a 150-person company.",Medium,Product
TKT-10860,Beta feature feedback,"I've been testing the new team collaboration beta. Overall it's great, but I found 4 issues: the filter doesn't apply to grouped views, and export drops the last column.",Medium,Product
TKT-10170,Suggestion for UI improvement,The current layout of the workflow automation page requires too many clicks to accomplish basic tasks. Suggest adding a quick-action toolbar or keyboard shortcuts for power users.,Urgent,Product
TKT-10270,Suggestion for UI improvement,The current layout of the advanced analytics page requires too many clicks to accomplish basic tasks. Suggest adding a quick-action toolbar or keyboard shortcuts for power users.,Low,Product
TKT-10363,Add team members,I need to add 10 new users to our Professional plan. Their email addresses are attached. Please confirm if this affects our pricing.,Medium,Account
TKT-11508,Reset my password,I've been locked out of my account (maria.g@retailco.com) after too many failed login attempts. The password reset email isn't arriving. Can you manually reset it?,Urgent,Account
TKT-11446,Promo code not applied,I entered promo code ANNUAL30 during checkout but the discount wasn't applied. I was charged the full $75.00. Please adjust my bill.,Low,Billing
TKT-10314,Return shipping label needed,I'd like to return order #700105 (USB-C hub). It doesn't fit our requirements. Could you please email a prepaid return label to ops@startup.dev?,Urgent,Shipping
TKT-11461,Billing cycle change request,Can I switch my billing cycle from monthly to annual? I'd like to take advantage of the yearly discount for the Starter plan.,High,Billing
TKT-11256,Promo code not applied,I entered promo code LOYALTY10 during checkout but the discount wasn't applied. I was charged the full $99.95. Please adjust my bill.,Low,Billing
TKT-10060,Integration with third-party tool,Do you support integration with Jira? We use it heavily for customer onboarding and having a native connector would save us hours of manual data transfer each monthly.,Low,Product
TKT-10757,Application crashes on startup,"After the latest update, the desktop app crashes immediately on launch. I'm running macOS Ventura version 2.8.5. Error code: RATE_LIMIT_429. I've tried reinstalling but the issue persists.",High,Billing
TKT-10079,Partial order received,Order #700122 was supposed to contain 5 items but only 2 arrived. Missing: USB-C hub. The packing slip shows all items were included.,Low,Shipping
TKT-10213,Add team members,I need to add 15 new users to our Enterprise plan. Their email addresses are attached. Please confirm if this affects our pricing.,Low,Account
TKT-11908,Unhappy customer,"I've been having nothing but problems. The workflow automation doesn't work, I was overcharged $199.50, and my last order #700109 never arrived. Please fix all of this.",High,Product
TKT-11538,Add team members,I need to add 15 new users to our Starter plan. Their email addresses are attached. Please confirm if this affects our pricing.,Medium,Account
TKT-11327,Data export failing,"When I try to export reports as CSV, the download starts but fails at about 60%. File size should be around 15MB. Using Firefox on Windows 10.",Medium,Technical
TKT-11536,Need to update payment method,I'd like to update the credit card on file for account AC-100019. My current card ending in 4242 has expired.,High,Billing
TKT-11740,Need to cancel and get refund,I want to cancel my Business subscription and get a prorated refund for the remaining 5 days. Account jdoe@acmecorp.com. Please process ASAP.,Low,Account
TKT-10356,Payment not reflected,I made a payment of $75.00 on last Monday via credit card but it still shows as outstanding on my account AC-100012. Can you confirm receipt?,High,Billing
TKT-11005,Suggestion for UI improvement,The current layout of the advanced analytics page requires too many clicks to accomplish basic tasks. Suggest adding a quick-action toolbar or keyboard shortcuts for power users.,Medium,Product
TKT-10931,Payment not reflected,I made a payment of $99.95 on March 10 via wire transfer but it still shows as outstanding on my account AC-100009. Can you confirm receipt?,Low,Technical
TKT-11295,Integration with third-party tool,Do you support integration with Salesforce? We use it heavily for project management and having a native connector would save us hours of manual data transfer each Monday morning.,Medium,Product
TKT-11245,Suggestion for UI improvement,The current layout of the team collaboration page requires too many clicks to accomplish basic tasks. Suggest adding a quick-action toolbar or keyboard shortcuts for power users.,High,Product
TKT-10965,Beta feature feedback,"I've been testing the new team collaboration beta. Overall it's great, but I found 4 issues: the filter doesn't apply to grouped views, and export drops the last column.",Medium,Product
TKT-11471,Request for invoice copy,Could you please send me a copy of my invoice for December? I need it for my expense report. Account AC-100010.,Low,Billing
TKT-10063,Account merger request,We have two separate accounts (maria.g@retailco.com and backup@acmecorp.com) that need to be merged. The jsmith@techfirm.io account was created by mistake. Please consolidate under maria.g@retailco.com.,Medium,Account
TKT-11172,SSO login not working,Our team cannot log in via SSO since yesterday. We use Okta as our identity provider. Regular email/password login still works. Error message: 'Identity provider returned invalid response'.,Low,Technical
TKT-10118,Change account owner,We need to transfer account ownership from admin@techfirm.io to cto@startup.dev. Maria Garcia has left the company and Rachel Adams will be the new admin.,High,Account
TKT-11281,Unexpected price increase,My monthly bill went from $12.99 to $199.00 without any prior notice. I'm on the Enterprise plan. Please explain this increase or revert it.,Medium,Billing
TKT-10562,Mobile app sync issues,Changes made in the mobile app on Android 13 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 3.1.0.,High,Technical
TKT-10519,Damaged package,My order #700127 arrived with significant damage to the packaging and the monitor stand inside is broken. I've attached photos. Please send a replacement.,Medium,Shipping
TKT-11443,Cancel my subscription,I need to cancel my Growth subscription effective March 15. Please confirm the cancellation and any remaining balance. Account holder: Alex Kim.,Medium,Account
TKT-11425,Feature request: bulk import,"We'd love the ability to bulk import records via CSV upload. Currently we have to add entries one by one, which is impractical for our 100,000-record dataset.",Medium,Product
TKT-10090,Comparison with competitor,"I'm evaluating your product against Freshdesk. Can you provide a comparison of features, especially around team collaboration and audit logging? We're a 50-person company.",High,Product
TKT-10816,Promo code not applied,I entered promo code ANNUAL30 during checkout but the discount wasn't applied. I was charged the full $349.00. Please adjust my bill.,Low,Account
TKT-10981,Unexpected price increase,My monthly bill went from $149.00 to $249.50 without any prior notice. I'm on the Business plan. Please explain this increase or revert it.,Low,Billing
TKT-11315,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every bi-weekly. I can't find this option in the Enterprise plan. Is it available or do I need to upgrade?,Low,Product
TKT-10564,Wrong item shipped,I ordered docking station but received mouse pad instead. Order #700148. I need the correct item sent and a return label for the wrong one.,Medium,Shipping
TKT-11326,Payment not reflected,I made a payment of $49.00 on March 15 via credit card but it still shows as outstanding on my account AC-100031. Can you confirm receipt?,Medium,Billing
TKT-10069,Order not received,My order #700105 was supposed to arrive by March 1 but I still haven't received it. Tracking number 1Z9999917 shows it's been in transit for 5 days.,Low,Shipping
TKT-10560,Comparison with competitor,"I'm evaluating your product against Freshdesk. Can you provide a comparison of features, especially around advanced analytics and audit logging? We're a 25-person company.",Urgent,Product
TKT-11243,Data deletion request,"Per our company policy, I'm requesting complete deletion of all data associated with account ops@startup.dev. Please confirm when this is done and provide a confirmation reference.",Low,Account
TKT-10027,SSO login not working,Our team cannot log in via SSO since February 28. We use Okta as our identity provider. Regular email/password login still works. Error message: 'Certificate mismatch'.,High,Technical
TKT-11030,Beta feature feedback,"I've been testing the new team collaboration beta. Overall it's great, but I found 2 issues: the filter doesn't apply to grouped views, and export drops the last column.",Low,Product
TKT-10520,Onboarding guidance needed,We just signed up for the Starter plan with 15 users. Could you recommend the best way to onboard our team? We primarily need advanced analytics and API rate limits.,High,Product
TKT-10756,Promo code not applied,I entered promo code SPRING25 during checkout but the discount wasn't applied. I was charged the full $12.99. Please adjust my bill.,Medium,Billing
TKT-11805,Wrong amount on subscription renewal,My Business plan renewed at $199.00 instead of $12.99. I didn't authorize any changes. Account AC-100010. Also the dashboard shows the old plan features.,Urgent,Billing
TKT-10673,Account merger request,We have two separate accounts (jdoe@acmecorp.com and team@retailco.com) that need to be merged. The jsmith@techfirm.io account was created by mistake. Please consolidate under jdoe@acmecorp.com.,Urgent,Account
TKT-10636,Promo code not applied,I entered promo code SAVE20 during checkout but the discount wasn't applied. I was charged the full $75.00. Please adjust my bill.,Medium,Billing
TKT-11201,Duplicate charge,I was charged twice for the same transaction on March 1. The duplicate charge is $49.00. Please refund the extra charge to my ACH.,Urgent,Billing
TKT-11811,Charged for item I returned,I returned order #700147 on March 15 but I was charged $199.50 again. The laptop sleeve was sent back via PayPal. Need a refund.,High,Billing
TKT-10400,Onboarding guidance needed,We just signed up for the Starter plan with 10 users. Could you recommend the best way to onboard our team? We primarily need workflow automation and white-label options.,Urgent,Product
TKT-11078,Cancel my subscription,I need to cancel my Growth subscription effective February 28. Please confirm the cancellation and any remaining balance. Account holder: Alex Kim.,High,Account
TKT-10740,Beta feature feedback,"I've been testing the new team collaboration beta. Overall it's great, but I found 4 issues: the filter doesn't apply to grouped views, and export drops the last column.",Urgent,Product
TKT-10906,Payment not reflected,I made a payment of $49.00 on two days ago via bank transfer but it still shows as outstanding on my account AC-100034. Can you confirm receipt?,Low,Billing
TKT-10402,Slow dashboard loading,"The analytics dashboard takes over 90 seconds to load. This happens in both Safari and Chrome. Other pages load normally. Our dataset has about 250,000 rows.",High,Technical
TKT-10022,Slow dashboard loading,"The analytics dashboard takes over 120 seconds to load. This happens in both Edge and Firefox. Other pages load normally. Our dataset has about 50,000 rows.",Urgent,Technical
TKT-11532,SSO login not working,Our team cannot log in via SSO since last Friday. We use OneLogin as our identity provider. Regular email/password login still works. Error message: 'Certificate mismatch'.,Urgent,Technical
TKT-10367,Slow dashboard loading,"The analytics dashboard takes over 45 seconds to load. This happens in both Safari and Firefox. Other pages load normally. Our dataset has about 50,000 rows.",Low,Technical
TKT-10767,Report generation timeout,"Generating the monthly summary report times out after 60 seconds. The report covers 1,000,000 records. This worked fine last month with similar data volume.",Medium,Technical
TKT-11984,Need help,I have an issue with my account AC-100045. Something isn't working right. Can someone look into it?,Medium,Account
TKT-10392,SSO login not working,Our team cannot log in via SSO since yesterday. We use OneLogin as our identity provider. Regular email/password login still works. Error message: 'Certificate mismatch'.,Medium,Technical
TKT-11147,Mobile app sync issues,Changes made in the mobile app on iOS 16 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 3.1.0.,High,Technical
TKT-11264,Wrong item shipped,I ordered docking station but received headset instead. Order #700105. I need the correct item sent and a return label for the wrong one.,Medium,Shipping
TKT-10438,Permission issue for team member,User jdoe@acmecorp.com should have admin-level access but can only view dashboards. I've checked the role settings and they show 'Admin'. Please investigate.,Urgent,Account
TKT-11873,Technical issue with billing portal,The billing page returns TIMEOUT_408 on Edge. I can't view or download invoices for account AC-100044. This has been happening since two days ago.,Low,Technical
TKT-11492,Webhook delivery failures,We're not receiving webhooks at our endpoint since two days ago. The webhook URL is correctly configured. Our server returns 200 OK but your dashboard shows delivery failures.,Medium,Technical
TKT-10709,Partial order received,Order #700112 was supposed to contain 3 items but only 1 arrived. Missing: USB-C hub. The packing slip shows all items were included.,Low,Shipping
TKT-11373,Add team members,I need to add 50 new users to our Growth plan. Their email addresses are attached. Please confirm if this affects our pricing.,Medium,Account
TKT-11579,Order not received,My order #700114 was supposed to arrive by February 28 but I still haven't received it. Tracking number 1Z9999902 shows it's been in transit for 14 days.,Medium,Shipping
TKT-10955,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every weekly. I can't find this option in the Enterprise plan. Is it available or do I need to upgrade?,High,Product
TKT-10749,Request expedited shipping,Is it possible to upgrade order #700147 to expedited shipping? I need it by March 15. Happy to pay the difference.,Medium,Shipping
TKT-10052,Report generation timeout,"Generating the monthly summary report times out after 60 seconds. The report covers 500,000 records. This worked fine last month with similar data volume.",High,Technical
TKT-10365,Suggestion for UI improvement,The current layout of the workflow automation page requires too many clicks to accomplish basic tasks. Suggest adding a quick-action toolbar or keyboard shortcuts for power users.,High,Product
TKT-10714,Order not received,My order #700116 was supposed to arrive by last Friday but I still haven't received it. Tracking number 1Z9999929 shows it's been in transit for 10 days.,Medium,Shipping
TKT-11905,Urgent issue,Please call me back regarding my recent order and billing. Account admin@techfirm.io. This needs immediate attention.,Low,Billing
TKT-11857,Product feedback and bug report,"The new custom dashboards is great but it crashes when exporting to CSV on Ubuntu 22.04. Error: RATE_LIMIT_429. Also, it would be useful to add API rate limits support.",Medium,Technical
TKT-11143,Reset my password,I've been locked out of my account (maria.g@retailco.com) after too many failed login attempts. The password reset email isn't arriving. Can you manually reset it?,Urgent,Account
TKT-10247,Cannot connect to API,Our integration is returning RATE_LIMIT_429 errors when calling the /v2/data endpoint. This started around 2:15 PM UTC today. API key is still valid. Please check server-side logs.,Medium,Technical
TKT-11404,International shipping inquiry,I'm trying to place an order for delivery to Germany. Your website says shipping is unavailable for my region. Do you have plans to expand international shipping?,Medium,Shipping
TKT-10514,Wrong item shipped,I ordered monitor stand but received headset instead. Order #700105. I need the correct item sent and a return label for the wrong one.,Medium,Shipping
TKT-11616,Need to update payment method,I'd like to update the credit card on file for account AC-100044. My current card ending in 9012 has expired.,High,Billing
TKT-11424,Request expedited shipping,Is it possible to upgrade order #700131 to expedited shipping? I need it by last Friday. Happy to pay the difference.,Medium,Shipping
TKT-11948,Question about my account,"Hi, I have some questions about my Business plan. Can you explain the features and also why my bill is $349.00? Account admin@techfirm.io.",Medium,Account
TKT-10905,Onboarding guidance needed,We just signed up for the Enterprise plan with 15 users. Could you recommend the best way to onboard our team? We primarily need advanced analytics and audit logging.,Medium,Product
TKT-11925,Unhappy customer,"I've been having nothing but problems. The workflow automation doesn't work, I was overcharged $29.99, and my last order #700106 never arrived. Please fix all of this.",Medium,Product
TKT-10896,Payment not reflected,I made a payment of $149.00 on two days ago via bank transfer but it still shows as outstanding on my account AC-100007. Can you confirm receipt?,Low,Billing
TKT-10293,Account merger request,We have two separate accounts (maria.g@retailco.com and team@retailco.com) that need to be merged. The team@retailco.com account was created by mistake. Please consolidate under ops@startup.dev.,Medium,Account
TKT-11457,Data export failing,"When I try to export reports as CSV, the download starts but fails at about 60%. File size should be around 50MB. Using Safari on macOS Sonoma.",Urgent,Technical
TKT-10569,Order not received,My order #700148 was supposed to arrive by last Friday but I still haven't received it. Tracking number 1Z9999934 shows it's been in transit for 7 days.,Urgent,Shipping
TKT-11298,Permission issue for team member,User admin@techfirm.io should have admin-level access but can only view dashboards. I've checked the role settings and they show 'Admin'. Please investigate.,High,Account
TKT-11880,Can't access account after plan change,I upgraded to Enterprise yesterday and now I get ERR_502 when I try to log in. My email is maria.g@retailco.com. Was the upgrade processed correctly?,Low,Account
TKT-10439,Partial order received,Order #700103 was supposed to contain 6 items but only 2 arrived. Missing: docking station. The packing slip shows all items were included.,Medium,Shipping
TKT-11240,Beta feature feedback,"I've been testing the new advanced analytics beta. Overall it's great, but I found 3 issues: the filter doesn't apply to grouped views, and export drops the last column.",High,Product
TKT-10161,Promo code not applied,I entered promo code SAVE20 during checkout but the discount wasn't applied. I was charged the full $149.00. Please adjust my bill.,Urgent,Billing
TKT-11087,Webhook delivery failures,We're not receiving webhooks at our endpoint since March 10. The webhook URL is correctly configured. Our server returns 200 OK but your dashboard shows delivery failures.,High,Technical
TKT-10650,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every weekly. I can't find this option in the Starter plan. Is it available or do I need to upgrade?,Low,Product
TKT-11755,Need to cancel and get refund,I want to cancel my Business subscription and get a prorated refund for the remaining 10 days. Account jdoe@acmecorp.com. Please process ASAP.,Medium,Account
TKT-11810,Product feedback and bug report,"The new workflow automation is great but it crashes when exporting to CSV on macOS Ventura. Error: AUTH_401. Also, it would be useful to add audit logging support.",Medium,Technical
TKT-10728,Upgrade plan request,I'd like to upgrade from the Enterprise to the Business plan. We currently have 10 users and need the additional features. What's the process?,Medium,Account
TKT-10972,SSO login not working,Our team cannot log in via SSO since last Friday. We use OneLogin as our identity provider. Regular email/password login still works. Error message: 'User not found in directory'.,High,Technical
TKT-11447,SSO login not working,Our team cannot log in via SSO since March 10. We use Okta as our identity provider. Regular email/password login still works. Error message: 'SAML assertion expired'.,Low,Technical
TKT-10790,Comparison with competitor,"I'm evaluating your product against Freshdesk. Can you provide a comparison of features, especially around custom dashboards and API rate limits? We're a 25-person company.",Medium,Product
TKT-11585,Onboarding guidance needed,We just signed up for the Starter plan with 15 users. Could you recommend the best way to onboard our team? We primarily need custom dashboards and white-label options.,High,Product
TKT-10773,Upgrade plan request,I'd like to upgrade from the Enterprise to the Business plan. We currently have 50 users and need the additional features. What's the process?,Low,Account
TKT-10806,Request for invoice copy,Could you please send me a copy of my invoice for March? I need it for my expense report. Account AC-100002.,Urgent,Billing
TKT-11148,Reset my password,I've been locked out of my account (jdoe@acmecorp.com) after too many failed login attempts. The password reset email isn't arriving. Can you manually reset it?,Medium,Account
TKT-10494,Change shipping address,"I need to update the shipping address for order #700119 from New York to Los Angeles. The order hasn't shipped yet. New address: 123 Main St, Suite 400.",Medium,Shipping
TKT-11858,Wrong amount on subscription renewal,My Business plan renewed at $199.00 instead of $349.00. I didn't authorize any changes. Account AC-100019. Also the dashboard shows the old plan features.,Medium,Billing
TKT-11557,Mobile app sync issues,Changes made in the mobile app on Android 13 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 3.1.0.,Low,Technical
TKT-11025,Comparison with competitor,"I'm evaluating your product against Salesforce. Can you provide a comparison of features, especially around custom dashboards and role-based access? We're a 50-person company.",Medium,Product
TKT-10620,Comparison with competitor,"I'm evaluating your product against Zendesk. Can you provide a comparison of features, especially around custom dashboards and API rate limits? We're a 25-person company.",Low,Product
TKT-10670,Documentation unclear,The docs for the workflow automation API endpoint are missing examples for lead tracking. I've spent 5 hours trying to figure out the correct request format. Can you provide a working example?,High,Product
TKT-11831,Need to cancel and get refund,I want to cancel my Business subscription and get a prorated refund for the remaining 7 days. Account admin@techfirm.io. Please process ASAP.,Urgent,Account
TKT-11362,Mobile app sync issues,Changes made in the mobile app on Android 14 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 4.1.2.,Urgent,Technical
TKT-11891,Can't access account after plan change,I upgraded to Enterprise yesterday and now I get NULL_REF_500 when I try to log in. My email is ops@startup.dev. Was the upgrade processed correctly?,Urgent,Account
TKT-10901,Need to update payment method,I'd like to update the credit card on file for account AC-100039. My current card ending in 5678 has expired.,High,Technical
TKT-11744,"Shipped to wrong address, need rebill",Order #700137 went to New York instead of Los Angeles. I need it reshipped and the extra charge on my credit card reversed. Account AC-100002.,Medium,Shipping
TKT-11048,Cancel my subscription,I need to cancel my Business subscription effective March 10. Please confirm the cancellation and any remaining balance. Account holder: Sarah Chen.,Urgent,Account
TKT-10281,Unexpected price increase,My monthly bill went from $75.00 to $129.95 without any prior notice. I'm on the Professional plan. Please explain this increase or revert it.,Medium,Billing
TKT-10107,Cannot connect to API,Our integration is returning TIMEOUT_408 errors when calling the /v2/data endpoint. This started around 2:15 PM UTC today. API key is still valid. Please check server-side logs.,Medium,Technical
TKT-10160,Onboarding guidance needed,We just signed up for the Business plan with 5 users. Could you recommend the best way to onboard our team? We primarily need workflow automation and white-label options.,High,Product
TKT-10663,Upgrade plan request,I'd like to upgrade from the Starter to the Professional plan. We currently have 10 users and need the additional features. What's the process?,Urgent,Account
TKT-10001,Request for invoice copy,Could you please send me a copy of my invoice for January? I need it for my expense report. Account AC-100047.,Medium,Billing
TKT-10974,Wrong item shipped,I ordered laptop sleeve but received HDMI cable instead. Order #700143. I need the correct item sent and a return label for the wrong one.,High,Shipping
TKT-10338,Add team members,I need to add 5 new users to our Enterprise plan. Their email addresses are attached. Please confirm if this affects our pricing.,Low,Account
TKT-10294,International shipping inquiry,I'm trying to place an order for delivery to India. Your website says shipping is unavailable for my region. Do you have plans to expand international shipping?,Low,Shipping
TKT-10301,Incorrect charge on my account,I noticed a charge of $75.00 on my last statement that I don't recognize. My account number is AC-100019. Please investigate and issue a refund if this is an error.,Low,Billing
TKT-11849,Wrong amount on subscription renewal,My Enterprise plan renewed at $59.99 instead of $49.00. I didn't authorize any changes. Account AC-100031. Also the dashboard shows the old plan features.,Low,Billing
TKT-11646,Request for invoice copy,Could you please send me a copy of my invoice for September? I need it for my expense report. Account AC-100002.,Medium,Billing
TKT-10188,Change account owner,We need to transfer account ownership from maria.g@retailco.com to cto@startup.dev. Alex Kim has left the company and Rachel Adams will be the new admin.,Urgent,Account
TKT-11763,Charged for item I returned,I returned order #700123 on March 10 but I was charged $49.00 again. The monitor stand was sent back via credit card. Need a refund.,Medium,Billing
TKT-10475,Onboarding guidance needed,We just signed up for the Enterprise plan with 5 users. Could you recommend the best way to onboard our team? We primarily need team collaboration and white-label options.,Urgent,Product
TKT-11605,Beta feature feedback,"I've been testing the new advanced analytics beta. Overall it's great, but I found 4 issues: the filter doesn't apply to grouped views, and export drops the last column.",Low,Product
TKT-10006,Incorrect charge on my account,I noticed a charge of $99.95 on my last statement that I don't recognize. My account number is AC-100044. Please investigate and issue a refund if this is an error.,Medium,Billing
TKT-10345,Comparison with competitor,"I'm evaluating your product against HubSpot. Can you provide a comparison of features, especially around custom dashboards and API rate limits? We're a 25-person company.",Medium,Product
TKT-11913,Urgent issue,Please call me back regarding my recent order and billing. Account admin@techfirm.io. This needs immediate attention.,High,Billing
TKT-11940,Question about my account,"Hi, I have some questions about my Growth plan. Can you explain the features and also why my bill is $49.00? Account admin@techfirm.io.",Urgent,Account
TKT-11370,Beta feature feedback,"I've been testing the new workflow automation beta. Overall it's great, but I found 3 issues: the filter doesn't apply to grouped views, and export drops the last column.",High,Product
TKT-11262,Webhook delivery failures,We're not receiving webhooks at our endpoint since March 15. The webhook URL is correctly configured. Our server returns 200 OK but your dashboard shows delivery failures.,Medium,Technical
TKT-11510,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every daily. I can't find this option in the Business plan. Is it available or do I need to upgrade?,Medium,Product
TKT-11654,Return shipping label needed,I'd like to return order #700126 (laptop sleeve). It doesn't fit our requirements. Could you please email a prepaid return label to ops@startup.dev?,Urgent,Shipping
TKT-10568,Upgrade plan request,I'd like to upgrade from the Business to the Premium plan. We currently have 15 users and need the additional features. What's the process?,Medium,Account
TKT-11833,Need to cancel and get refund,I want to cancel my Professional subscription and get a prorated refund for the remaining 5 days. Account ops@startup.dev. Please process ASAP.,High,Account
TKT-11213,Cancel my subscription,I need to cancel my Business subscription effective two days ago. Please confirm the cancellation and any remaining balance. Account holder: Maria Garcia.,High,Account
TKT-11582,Slow dashboard loading,"The analytics dashboard takes over 30 seconds to load. This happens in both Safari and Firefox. Other pages load normally. Our dataset has about 100,000 rows.",Urgent,Technical
TKT-11179,Change shipping address,"I need to update the shipping address for order #700144 from San Francisco to Miami. The order hasn't shipped yet. New address: 123 Main St, Suite 400.",Low,Shipping
TKT-11828,Shipping delay affecting our project,Order #700105 with wireless keyboard was supposed to arrive March 1. Our team can't proceed without it. Can we get an updated ETA? Also considering canceling if delayed further.,Low,Shipping
TKT-10785,Integration with third-party tool,Do you support integration with Salesforce? We use it heavily for project management and having a native connector would save us hours of manual data transfer each Monday morning.,Medium,Product
TKT-11569,Return shipping label needed,I'd like to return order #700142 (monitor stand). It doesn't fit our requirements. Could you please email a prepaid return label to admin@techfirm.io?,Urgent,Shipping
TKT-11321,Promo code not applied,I entered promo code ANNUAL30 during checkout but the discount wasn't applied. I was charged the full $99.95. Please adjust my bill.,High,Billing
TKT-11203,Add team members,I need to add 10 new users to our Growth plan. Their email addresses are attached. Please confirm if this affects our pricing.,Medium,Account
TKT-11070,Onboarding guidance needed,We just signed up for the Professional plan with 5 users. Could you recommend the best way to onboard our team? We primarily need custom dashboards and audit logging.,High,Product
TKT-11633,Data deletion request,"Per our company policy, I'm requesting complete deletion of all data associated with account ops@startup.dev. Please confirm when this is done and provide a confirmation reference.",High,Account
TKT-10260,Comparison with competitor,"I'm evaluating your product against HubSpot. Can you provide a comparison of features, especially around custom dashboards and API rate limits? We're a 25-person company.",Low,Product
TKT-10210,Integration with third-party tool,Do you support integration with Jira? We use it heavily for project management and having a native connector would save us hours of manual data transfer each daily.,Medium,Product
TKT-11846,Charged for item I returned,I returned order #700133 on March 1 but I was charged $199.50 again. The wireless keyboard was sent back via bank transfer. Need a refund.,High,Billing
TKT-10539,International shipping inquiry,I'm trying to place an order for delivery to Australia. Your website says shipping is unavailable for my region. Do you have plans to expand international shipping?,Low,Shipping
TKT-10366,Request for invoice copy,Could you please send me a copy of my invoice for September? I need it for my expense report. Account AC-100041.,Low,Billing
TKT-10574,Damaged package,My order #700113 arrived with significant damage to the packaging and the USB-C hub inside is broken. I've attached photos. Please send a replacement.,High,Shipping
TKT-10444,Partial order received,Order #700102 was supposed to contain 5 items but only 4 arrived. Missing: USB-C hub. The packing slip shows all items were included.,High,Shipping
TKT-11497,Mobile app sync issues,Changes made in the mobile app on iOS 16 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 3.2.1.,High,Technical
TKT-10211,Payment not reflected,I made a payment of $49.00 on March 10 via PayPal but it still shows as outstanding on my account AC-100028. Can you confirm receipt?,Low,Billing
TKT-10313,Add team members,I need to add 25 new users to our Growth plan. Their email addresses are attached. Please confirm if this affects our pricing.,Low,Account
TKT-11214,Wrong item shipped,I ordered monitor stand but received HDMI cable instead. Order #700110. I need the correct item sent and a return label for the wrong one.,Medium,Shipping
TKT-11889,Shipping delay affecting our project,Order #700100 with monitor stand was supposed to arrive March 10. Our team can't proceed without it. Can we get an updated ETA? Also considering canceling if delayed further.,High,Shipping
TKT-10415,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every daily. I can't find this option in the Professional plan. Is it available or do I need to upgrade?,Medium,Product
TKT-11351,Unexpected price increase,My monthly bill went from $12.99 to $79.00 without any prior notice. I'm on the Starter plan. Please explain this increase or revert it.,Medium,Billing
TKT-11314,Return shipping label needed,I'd like to return order #700142 (USB-C hub). It doesn't fit our requirements. Could you please email a prepaid return label to maria.g@retailco.com?,High,Shipping
TKT-11109,Change shipping address,"I need to update the shipping address for order #700112 from Chicago to Denver. The order hasn't shipped yet. New address: 789 Pine Rd, Unit B.",Urgent,Shipping
TKT-11150,Feature request: bulk import,"We'd love the ability to bulk import records via CSV upload. Currently we have to add entries one by one, which is impractical for our 100,000-record dataset.",Medium,Product
TKT-10522,Slow dashboard loading,"The analytics dashboard takes over 60 seconds to load. This happens in both Chrome and Edge. Other pages load normally. Our dataset has about 250,000 rows.",High,Technical
